src,dst,score
8HLcBhTyEDLDOeu45JSAfQ,uGe2SkX3qd6WOfcvcVm9sw,0.8008537
KFZISl5mOUJ6bu3qCUrO-g,UH6RCH9K1o2VW3CU8PY5iQ,0.91579485
eAPxR9W0m8SmLElL27_ChA,PFENoZUD77aioJGrnllIKA,0.4559434
JUT0U3HTSB3kz9Wh7N0GqA,8EipJXehR14DD9x9N7RSSw,0.9012067
6XRavd6UBlIZb3vXyRBvJQ,H93EsZIkTfgZ4TjSM_9jUw,0.23418605
QjzkxIlYdf76MHxHst38_w,9sv4lPr5owwLRzJPKkn6Vw,0.23280755
SRJV_DzWUG_KlBoCvVN4NQ,6Nk8WX1STMTEuKjmRlrh6A,0.6961102
3xORNxbKdd08LUf0tclx3A,PcvbBOCOcs6_suRDH7TSTg,0.6573953
XwoDN4X7jPdruiqXhNEWHw,EOdbhE5Aaf3MjaBWaRj2XA,0.51182103
d5WLqmTMvmL7-RmUDVKqqQ,cCke3VtFLtqgzkgYSrSE2g,0.33629328
SEgN685ZDVXInVzbnu2ipA,fYUR22Fd2MUl2KV9rLKEDw,0.3297286
G-_KF_Ul4d3WGEa-G0Iq4g,sd2L3NqJvdUVKcOEXlxu-A,0.40128317
xIWLjJvadN8yrO25fb_UQA,FhkZk24n_Dh-pVLpBKUwEw,0.11550225
VMfwMYh8iJapW807Pu1Diw,FdMNvBDX--D_MWuu5qKWDw,0.98614156
F2av57ztcbYiPADtT-YpdA,EXKDLuYoZUKUNNNYA7TlGQ,0.51017684
y1T2_UdBrEiFJisMAxKr2Q,xXyZPAbfQzYTCig7jnZO0A,0.84107536
s5F0viIdrelfeDtcMM65PQ,0IKfgkXrxwZ8LAsArWhwBg,0.5787162
yAdnKwB8ReKDY-0po46Thw,QytT9uP_UiJMhHw7C8UEbg,0.38138652
n0r_0HkCFaC175vXtIVcaQ,2g0kfrtg_MPdBMIJ7kSL6Q,0.63285786
o68A_3bAJTge-ioGXHdxKA,6HN4_3SNCjCZuF2mybb3Pw,0.26891106
YMgZqBUAddmFErxLtCfK_w,EXKDLuYoZUKUNNNYA7TlGQ,0.54020864
SdotQsXyVenKeV0SI8AtDA,lj7H3zx57BC7H1fYiWy-lw,0.20863013
No5P-cOQQEf0Atgc9Vi84g,bDcmdEJsMDVV5o2eiLtaGA,0.47643712
wnO99pBbGqwqOoTQM25iCw,Xq6W2KM27mEBFJ7pgpFMmA,0.77409226
XLNaiWF21OsAf0fMV6kuSg,udpfGxriuoBdWRBdplJl-w,0.9172997
ZGM-hsejhwGQKnROvcBBCw,8H6X6GhJhYkcNHjuBjOU4w,0.6481989
ADx3PGAOX_ZaYywIf6i-ZA,80qYPp6Fk_jmO3334DKGGg,0.26683652
ibvH1Y7Rh_tstiWgH0OFTA,_UU2xBhC0AdcMjUrH7hirw,0.26416865
357kB-WqmPILkOdHO_5XiQ,MY2-40wtDITpW22XuDIctA,0.33576307
45dZTvC9_SEsrJyUNIMh5Q,7H2yHT0EKJ6U_MbZnwc5rw,0.41031933
w7Q-WMxPuznP-P2Y79ICng,C0AT2by_ZNe4MTozCsIGng,0.23400769
kTi96LP1DxwlFTe9jqkayQ,zBi_JWB5uUdVuz3JLoAxGQ,0.35544863
9GU6jb_nmq-cUcpqbfk_Fw,1ickSuyOWWKWdQpauKmkEw,0.88790435
oNQI-ZQnalRlLyZxKkJ08A,ow_qhJg_0zpv0e8eu2K5ug,0.3730659
hfu64kgzsAPCsN-AEkRB0w,mrru6hbeQLvagU4vkfuqmw,0.8217817
6e5AI7n27wCMaKUUFcWgoQ,v8NMo77zFnloa9FkVAo8BA,0.6223932
8QKrhvVqhEkD8xo4E4s0GQ,N3oNEwh0qgPqPP3Em6wJXw,0.86946136
ngO6OkT3lKIX2ut1hJ7x8g,Ox89nMY8HpT0vxfKGqDPdA,0.23719828
Rttywvumr25Tldh4Ln7Udw,1sGYXSkJHPhJ6wQtc-RbZw,0.7456101
eZfHm0qI8A_HfvXScwIYsg,vWP8-aQX0rYJszqkWVL7Ew,0.91861063
wm61ALFiZ-7BCbX57evHPw,DoRCeCcJbrsM2BiAKj3trA,0.5204692
DVS5ceHCDMDt8o5zvv6chg,OZErOKA1RaH2J6flZhU-zA,0
TOrRfYRFuxx0k9HH7OC6pQ,8DBH3BpLINfTAK_Up5BtUQ,0.983062
CQ67NJigSe5-uBDX3b_CUw,H93EsZIkTfgZ4TjSM_9jUw,0.8487478
Hi10sGSZNxQH3NLyWSZ1oA,JM9jODLEp8_AZeF3TwftXg,0.763298
yZ7hMvKPi05tre3gYdhKHQ,obbgTemOKidvDTV66QduZg,0.29399714
KimsMEnrsfwvuXkHrY2ZMQ,i6nzTfZ8TRckJOGgZIpr5Q,0.31390774
mtEkF85GXAQIFEuP95SNuw,9xmyNDEyjyJfEcrj1wncvA,0.9354021
HEvyblFw4I-UsMqgPGYY_Q,ZzC-ngWslLIw2hZbWFs3VQ,0.7559337
hVidDZUvOiy3xl0v3WKJlg,HFFiM63x9asevqVOZG5GBQ,0.9062649
2YOWAF4_uQZ3ToABzRh4hA,1ghFOCMBpo2bGaWu_c1tcg,0.31941396
8n8oBKt8sg4usP5uZuF05w,SY41K848TzGOt8noeOt8_g,0.81431365
xBxmaLiSLXN68Gqj_zdjkQ,EM8iHjBNJ5aF2xnNcIF8Kg,0.08051549
qUL3CdRRF1vedNvaq06rIA,jPq3IHp8L5FNabecLr9gOg,0.87936383
wGGdj_gh-wwejcYmjf_tbw,WXPz7v-8x3sgfdQ6UC9Xnw,0.2881876
42cyNTBXgOPUDyyZeRTy2g,PyRubm3WGh5iCkspqp5NTg,0
BQkC6RneYfvfG6wRe0hsvQ,SVcQ8yqaLDmjMwPRDwQPaA,0.8588818
B47xh-DTQv-3lo507FuGJw,ykY7aVvXlNgKpnbNjhUciA,0
jxixpeTBbYPm_-qf5g5ShQ,Yp7_GeD6KTRoo4Nteqv4SA,0.5281725
Vmsmf4i096q9feBgp4CuXA,cwRZjY-RrP78swBEaevMLg,0.887012
Jo7Jc055XwQ7WS-bvKwSVg,kXdq_tyzV1RbgsjRLyy_yA,0.6473865
RZgc-mx7tu7RpWIIH3xf7Q,NsegE9Mqm3GCQeSx0v0tYw,0.32682967
EG6qatWgJ2WTJnzBCCH_Dg,PomQayG1WhMxeSl1zohAUA,0.8751864
dnlX6nfEnVtoe0zdJjaMwA,_vLhNqLhkvLhfmD3dsevcw,0.3047559
4DY1zLS6qBpBM6EmLOdjwA,uPFkB4hke8RaIADN6y8Ixw,0.5346743
k1QX3zZAvj38yrOv1JEnoA,oKUW8l9UC4T806Z8cfkLGw,0.37617218
-FhWNXl3Xecvdas9Fhkxwg,Hco3tU3i7lQgiPlWeuJdOg,0.45011833
o5yDcEolR08ZhdhXjN1GTA,jfUTkA8sIhiw5ahn9-9HPg,0.9692089
CNaaizAUc2c4WIb1M3BBPw,6UunqF-6SDRhN9Avx_Kh9w,0.40788546
N7E-CfqdME28dakWdEKNvw,UZa4E-15OHrYbXVNSaL44A,0.34632733
deL6e_z9xqZTIODKqnvRXQ,F1-1N1ehHaSdtCg37UrxdA,0.38090155
ly4XAav9mrawBs0oTXu0Ag,zAIWkY4Ll6cjWUKq-LoEWg,0.7883609
wdeWt5VqTW26PAeQsVg73g,IKSmm5MzHF8cMhMolKaIOw,0.9141581
KurYvKLVgvVEY9pyxfqXwQ,wd3xoNaDLib8dhQ7BxUl6g,0
4zYIcJNAaiYHZkRPcGb_tA,_Ocw9q-wFyj7Wxx5ZGmCmg,0.87474954
MQwSyZ2MZ6N7rtAmphZCow,f__9p6lo6hmwnAEh3yorsQ,0.90616363
5FAD2Yq7DLBQ_-ef1iDA-A,gVmUR8rqUFdbSeZbsg6z_w,0.8186909
LB0VBlD-cpIsZK0NXoa4Hw,KSeDeLO4adJUlUiluHfvDg,-0.009159917
mrru6hbeQLvagU4vkfuqmw,0xRAAStEi_dBFLD-1xSMHQ,0.90694773
_cUtxCvCccwgNJzD5I0cDA,mJCK1qpsCkKePozYIrIT-g,0.6262941
ugNQV0isqQSAuuGzoK87sQ,uERlyO-ASZag6XXouCrkhg,0.8038722
MkFySOILZ4yhADa-0tZWZw,m-2OHy6aP26oefPIiiTocg,0.9330326
w10NhKC5FShn8iZzm6QfmA,uSpr7yFI9Ios9ojeytTxfg,0.44861954
DsqIqc8hQcfDci9ZlVZkJw,y05H_1uQhO4frLTJ5_tGCQ,0.37847617
gZuY6f0HTxq2_zyww3196g,wWIwGPQs0P7Xtx_5Zp5cag,0.9164497
HbyHhB6WOSQjU-JYwED9Ww,P14bqC_Ynbp8O3tLePRKSw,0.6275421
jwfOpCgeob0itikBIfPi2Q,Yys8Mon3r93Sw0HBeN7gLA,0
-hUgrj7Lzir3yLUYrMYQ4g,5S8awuCJpaAFvcYlMis2EQ,0.96317846
fNlIqxUhHowIqR-uPb6dPg,UCePaJxpQcMSK0fgE9hMuA,0.29823646
P2E31XC7SP4v_3hXC2o0Xw,syCxRdiP-0XJenWpJ8L02g,0.8844366
wbNLq9gPHtoliATdHrZHcw,OW5dJo-E6j-WaVwyFdwHJA,0.33195022
VzBoi7n5pee-iLx5dc5BHA,EG6qatWgJ2WTJnzBCCH_Dg,0.9214966
RBZ_kMjowV0t6_nv2UKaDQ,pL4NhW3rTokFr-CQh3Lzgg,0.6997539
Hco3tU3i7lQgiPlWeuJdOg,jrgfWasVL5LAg_OpCUXzlA,0.29684508
RhoJL2BUGpuWtM9kn5B4Sw,HRyFtrmf19GTKEM_kOa2pg,0
gH3JDpHQfVcMEGaAaCJPjA,gqL5KBs2oS7qobnyd99iKg,0.7419583
3Pskc5TXD6WusQZJ3i21Xw,TibBhm-fbksozIDFD8wjPQ,0.90267426
pL4NhW3rTokFr-CQh3Lzgg,ISNbZn_lBKP7w1aGGaVyvw,0.84679955
4sGwJy5Oplz8QXLgD8dr2w,7zl4sjeQAvE8GkUzgfQ2mA,0.17627755
vbvGTfxCNPU0Owja1h-_MQ,gSO_NFz9zJaddMbldkfOfw,0.8519928
TlblmFiGEW0xyjpl9gFhGQ,Hk_QvjXF8Oad1OSr7yHdFQ,0.9140255
V74paj6Zok4DvGnciFEZMg,yI7gD7hfKO8VM6yu9auW3w,0.40747204
s-591-mtIyP7F1Lffw98jw,C2C0GPKvzWWnP57Os9eQ0w,0.90067494
ZqO2776PGEMZRjsX-mfXNw,TVjuYN1X2-k5R-f-4pdH1Q,0.52606726
g8_8roieVRwGJVTpNOgbYw,0FMte0z-repSVWSJ_BaQTg,0.9439628
M4yYtAXehUzaHB1ghl6EXg,AvC5XQAElcGAAn_Wr5auEg,0.92218995
hZfzVrhsCQ9JDAb2jYoJNQ,Dkb-TJFNSWl4PYR8wEcWcw,0.8066931
pn_flI3EBNugBEYFp9okxQ,1TrgIvvuiN63VOXNuG1q6A,0
XCW5pJCDhvlW76XTSUEkIg,rCWrxuRC8_pfagpchtHp6A,0.6547363
27wlLX7e52vVEvNA4Ksccw,L06pbKGpU8WcQ5sz5QkMAg,0.18205267
4ZuSLczIcl_D398bv7x1mA,-fQPzH-e-ubDIiLQhybEjQ,0.31919318
6VcTc3Tz7299PD-HSGlTGw,b7CwEKur07HjPr4D0msT0g,0.09823355
6Z3EYh8_jw9OgPvoD7Acwg,7G8w2SnaC-qDVQ7_GqTxMg,0.7295375
wHw29VJKpu1IXJ0tXznaXQ,EB37JJbo6Qsd3__VRl-gJg,0.81158054
2Cn2xbhBAuudtdCCHiRHSQ,IngU3Qxjg9xggV49_0InlQ,0
owbC7FP8SNAlwv6f9S5Stw,AQRqMBHwZd_hDBxnTshmKA,0.07779397
3AhjaQkZABGmc0H_FrjJag,O_GWZZfQx7qv-n-CN7hsIA,0.79499364
8KhlWlYgL-SvjUC1msqHig,2qFODc2N524xKSm7BlkchQ,0.41487196
9bvlW5Gos1kxzvcM3c-12w,TaVuQWmXAhxy_LvIXBs9sg,0.79059106
5Ca5BPXz_fR7jzzH7bXd6Q,FpqMgETBdQZC6DFclkrqLA,0.2894655
-XvB5TvlGahyamqIsJO-fg,B8dl9UuhBOCFB_IXvLlY_A,0.40030524
twMUFzHc3Q-NnhsVsjxRvQ,V7B4KTBitlBs9YH_B00-9Q,0.78703576
i8A3MWU33_mtMu3LUMlnWQ,NmAdvKkSS1RuCo-bq7PlCQ,0.30986074
N7E-CfqdME28dakWdEKNvw,KcjLcdus-XWt6E9uJeHONA,0.9347813
PGx4HvY5joEeqXzam6tO7A,G-6X-llgA_qAxGxocykHzQ,0.93593234
nByPPpkQE6Af6fd5YSGqlA,K4G6ejcB-Tha2V2W1QUJ-Q,0.6221997
zWrLntHB2OTKjOWMFI9Umw,gxVQZJVeKBUk7jEhSyqv-A,0.26081544
5ECtmLzrurE0RcNpmTwXaA,EXKDLuYoZUKUNNNYA7TlGQ,0.733958
1qY5k64q6Hu1T82hENuqUA,e_AwtYZ5KsVKq0wMq49K_Q,0.7356111
Phzm2CpuqKrfbTKnTe-0IQ,0Mb0EeC2wKLzaIkr8hohOQ,0
PAjUyPf7HGBxdVnAo_QhEg,PZp5F0b7QbaBLjNqf9VFyQ,0.27237347
4UlC9tI9DmsTgRb9XibrYA,sTcYq6goD1Fa2WS9MSkSvQ,0.8049886
pzHnoyMw-G9CZ-RCRr_r3g,LMoosxMf3I4ZOZhqCBRQ_Q,0
lg5B7vn8pmkbbq4MeSG5fw,bNfxTKOdzqv7bj4Du_5LZg,0
nx2-yabqR68iAPjfWqN2uA,MGPQVLsODMm9ZtYQW-g_OA,0.8754815
FcxPhZJ2GkdXZ5K2ovAzgw,KHjroLTG6Ah8LyItTyB2yw,0.810175
F3bO-1gkWI7aOgbxdDD_MQ,AtDUaCAPuSKR6E6QaSmmow,0.3048732
Sb4aEQHKeVLxHnQpKdETGw,pNA1OYm9MIWI3XrSPxpxZA,0.09514814
Uwnp7SFvAPQz8XjYjmVOAw,-p8LC36IFfAgA3sX5ho7xg,0
i7mBC7m7k2FLrdVUx0UqUg,_1U_RyYbonRFbTVPLAlWFg,0.95784706
YttDgOC9AlM4HcAlDsbB2A,ih0Zjj8g8fXMCGJ4VJSQsw,0.53175616
t_bt-OjDb1GkWqhrw-WU0g,ORv_FBeCqtElMxJ4viBWsg,0.7469498
C3aIEUOx-vrHAeGVDnMAjg,Jf3EkyDJzpHG5d37iacdpw,0.9208473
la4Y5u_v7hcp2zpPqcya4Q,t8AwLUF3g8Sd1rXyTsWvlw,0.40214074
yHakD_sjdUAzLQWLslmUfg,CXwHjHxwGDzRTgvU_NdLIQ,0.84979635
HFFiM63x9asevqVOZG5GBQ,rEsijGi21VI6xbF8A5ZkKw,0.48091573
qh_IPvluQmI1jgqNrAyeuw,RBZ_kMjowV0t6_nv2UKaDQ,0.82873124
aJz0mtSp2Cn1OHa8Oq5UpA,V26EHxCEXhJ0Ziv3GR-Vkg,0
i25At3OIPk1hzEpyUQQ4ww,BLaAsCSh6WI4pSnb1N3IYw,0.72275174
g3jRSCYw95SjYLkvDzVcIQ,eoiL_d6CH84T2rnYAM0_uA,0.16809893
NN9SThdMsM5xSd58mZ32dQ,-0HhZbPBlB1YZx3BhAfaEA,0.34694162
46HhzhpBfTdTSB5ceTx_Og,exEElE4pG-ZwoCMwoYddeg,0.9313089
D43OWyfzIQjL8feJpYh2SQ,fPjOYRRJPzsCO9t3NEPrKQ,0.43032244
2HoYHTUjWfmY3vHruQlDhw,M-Ph42ZBoMXIn9uUrDKsFA,0.527597
d_TBs6J3twMy9GChqUEXkg,Ls_ftnkT9FTSDyWl3BTgtg,-9.803125e-05
AY-laIws3S7YXNl_f_D6rQ,ToEAEtMGG24A_ku53khMxw,0.5563442
lcvzFfl-fw3gDyBQlNT9hQ,uam4xJUo4UzHEgqQG4xZzg,0.54596084
UItOra5wMk1BcK_RvDnp7A,46aM0kni0GXjS0zx0-zTfA,0.39856508
tscXXfHPtcYNMNmi6GGQVw,DF78XY-hhkCy-bmA412jEA,0.50169146
lUXifKGBbbRUNxaPnuekXw,Mj4aErcZclsTS1U0qYymOA,0.28629526
Q1jSXhDdn_H77WqXL6WICQ,Hi10sGSZNxQH3NLyWSZ1oA,0.6127886
0-NHIj5lIBTa2mDwTqZz8Q,OLJUOM2uMw_00tBxnMmrTg,0.50907683
2AmyrQ0f7ErlXYdkXKLGPg,4U628IMVQaGuy1wuhy4BNQ,0.2342933
YttDgOC9AlM4HcAlDsbB2A,2vJ2e51kdbdAmAo_HTr4KQ,0.5127228
jnB_saJqNfOmVoCWquhAzg,sd5avSlfXix6Xvgt8ebAAQ,0.116237566
3s9IMZe6cyM_itQ-YtumNA,IISdCEnlZEvRl-v2HO6XgA,0.62385833
PcvbBOCOcs6_suRDH7TSTg,N7E-CfqdME28dakWdEKNvw,0.8722494
clmrlflES5HrXS-gl_YmrQ,CxDOIDnH8gp9KXzpBHJYXw,0.7627107
YyzBNC_5aBhJi-aJWiEMvw,PtCnYJdVicJ1BOa6X14fZw,0.9215926
rOWVL_iBDeYNQ7TELAE-gA,jT1japLeFEucHwEaEmFf5g,0.92932945
_zBD8TcOYkZvsvQVqjwEOg,iAevEfcmtCr2cpd6IRqnTA,0.5296488
eY6TPklHTeOaQt9F8a_SGQ,pJYRi9MB06aiuL-w8Ms-Og,0.8505309
li7AtdY322dAqBGicsgL0g,8PL8qGpLgCeh_2z4MgHaag,0.9387683
TdYKJgSgY2GF_YJnwsi5yQ,3nIuSCZk5f_2WWYMLN7h3w,0.89620316
Pm1bHgmnkOJOFkHPAr7PjQ,OG2NyZdbqqDOW_6Nltmz8Q,0.7298786
h1Vsz24g7TLA9ZfIDiFjbw,aF2zZHEw-kkN9sgNnBeNNw,0.91435546
SHipPHbt7gI9hAtI_BXpSg,tlY0QMQDyfjQAEwHnzvFnw,0.4669827
gnG1C-XU5sPjnWfWzlNt6Q,57Hg2ad5RO6OjIzwT6lPQw,0.32230267
aKISBNC7TdbERxezc35eVA,yT_QCcnq-QGipWWuzIpvtw,0.7832882
SCPgLdL2hoeP3Plnc0dkzg,t8a4wTKqHjF6b_6VqBfr8A,0.8571688
jPq3IHp8L5FNabecLr9gOg,SlgpAnj2gQd44EM_Uq6DkQ,0.8386104
Q5W9NQKy5_t8CksrQgrl9A,BDjiEmXljD2ZHT61Iv9rrQ,0.36398515
7HmXaZ1C8--Mt4MyItJiqg,XUEwSGOGARxW-3gPiGJKUg,0.273413
t8a4wTKqHjF6b_6VqBfr8A,-fQPzH-e-ubDIiLQhybEjQ,0.9276615
9bvlW5Gos1kxzvcM3c-12w,AJ7OBUjRaf0FZDq7VFxNTA,0.7727934
M9JDlUWudvrGkLX7AkJ3Fw,mFwRTTDW0Yr-rFkTF2cFsw,0.8789155
aQZ3IZYl07_OsosZi3gfpg,ISNbZn_lBKP7w1aGGaVyvw,0.79612243
paHQpwcvr2MIKGCEoK4YUw,tU94-C1zpBsfGFvpsJJr2w,0.46298394
bYYXcyIymhKYmGJR0Bqjhg,IKSmm5MzHF8cMhMolKaIOw,0.52079743
vts4NeIL3G4jZW3xD_Kdiw,O8wZp38PkMMWaN-lqYChpA,0.18177395
SBi0TYUSIrct8WSTyK6DFg,xDl9ZF3SckkZde_48W6WeA,0.94172066
57nPVrSrvaUTmurnAYvqeA,mRD8eF_TkCZFqsvrBrHbHg,0.8861846
6H4Zj-c7FqM9mCsXvwaEQw,rPRy7N3WCD3sVCrF60OOnA,0.8035931
OOyVijfcFov1JgPON3JBRQ,i7A_WX6mEnGqRK-rvFG5Ew,0.46059614
GGTF7hnQi6D5W77_qiKlqg,jcURiDqCLY7AOqo8KClJnQ,0.8257128
Sb4aEQHKeVLxHnQpKdETGw,fpYMYJowa9Levq6SszNcvA,0.6801376
2JDWKHpR0g4QA4MHmFDprg,i_DR3vdE73nVm2GlMbGpGA,0.79396385
dLrMDYQ9TwfodJxYLfaKDQ,P2sQVHyHmy4WA0I7NI5hWg,0.4116864
ACwN_B8nl4yJ4FlqCGR9yg,osQ4bMibJLmMPAtovvEkJw,0.766293
e19cPYebP6K74VZXqQ2WVA,SwK2Oo8sjOH0yXYVoyjJwQ,0.31373656
T2CxKpjXj3Ln2r_wTB0RLg,-RhRXVW9z9fs5zzxhFfnHg,0.337298
oD2-JJTEFkZAVPuTl3_EzQ,6C2JsO9dQ87SyDw5YCnItA,0.837895
M-Kt5KP2bFUqZTZN0UMQ5w,PrtZ1sjFNmCTZmDE2cIE3w,0.14992155
4sGwJy5Oplz8QXLgD8dr2w,389QT67zxP94JMk1NG-Z5w,0.31617525
3gRfkaVcEWri-Ju7OQX7uQ,jUZW1alRK8QvdZ-pH1OquQ,0.6625055
rK4I1CJLXCQSZIhigdJcnQ,qtTJ7It35np4K14KOPLU1w,0.674001
8HCEPF0IflyB690Q745fKg,yT_QCcnq-QGipWWuzIpvtw,0.9490746
Cnz21ijYCVx3SYnlaLsM0Q,fToIOt1Ny5d4Ro_roRwPJg,0.43519673
yHbrIShhhHkkl20_KGP4OA,D43OWyfzIQjL8feJpYh2SQ,0.577128
rPIQiemmu6kX3WX7xUUJnQ,8hQiSB2KUKSlM-nT1ZpucQ,0.40869516
C4OkiPljZ3z2XUa7onmihQ,kNL8dAgZWottbvoSPMwcew,0.11719935
CvLgcP2mg7VdzT0CW-cjCg,Zrcwbwk59luXaao_Q7vZIA,0.3608764
zY_0GMw1jnydGGfQr04_Mg,J76FnutwAI2PkkB4A-LNwg,0.2350762
NtCaWVg6MU1jikn6FKHp4w,B47xh-DTQv-3lo507FuGJw,0
n2FPGVPXJ2YLohR7sq93Zg,D1U0qNYvQg8bLT75pQJktw,0.55645543
bepU_7y1LJF4yVuC9hHnYQ,C9V8cDom_XAsorGF1mIaIw,0.22082391
PVs2hLuFD8Eq3pVPzkSxoQ,tQV_zGWjSHxUEr6Xmxz88Q,0.2917793
