src,dst,score
RwWbL1fg0xclj859glImxg,XAsTftSdKLetN-g6hD_i7w,0.39626774
ZQjoljK0x0i769YIPAtuSg,QWy7aQREa3VQwmxXdtemfQ,0.3234774
Q9mA60HnY87C1TW5kjAZ6Q,orh0HRUNCWuQMt9Iia_osg,0.8686737
Gr17h3JDn7wWQo40kJKaGQ,UOM1TCOUqT2UD19p-yxWLA,0.20519283
VkOfzZHe9oUbjedeCfWAWg,nkL-QV-7KAReSLvzzM5JHg,0.19530563
DKdttAvXagfAfNFIKeApuw,KGsXnYHvYddGaL_jyl0DMQ,0.8952938
_VMGbmIeK71rQGwOBWt_Kg,4guhHcnzrximsz-DeEvskg,0.90266496
zFYs8gSUYDvXkb6O7YkRkw,LbMJEGRN8679j7ue5Y9RIQ,0.9765284
wGGdj_gh-wwejcYmjf_tbw,uE05bjFYmHMm5Zy-e2Tk3A,0.26655608
YrlNGnrofZHseVYxrLrvJA,BkMqpJikNc3r5itc-ui6ww,0.8774657
zTCwJg0hPY_cb3vWY0XMbg,M9rRM6Eo5YbKLKMG5QiIPA,0.6843967
Q6iiwjxWCfesMNz2sJYHZw,Xrgz6k5D_Mq0AnwL3bH3eQ,0.21026097
aXuADtwWImTx87Sl4kK68A,vPOkQJKahhR13LQ2ElSFGg,0.55226195
Ryxj0u0AW3mRsRypdYli2A,AmMd7xpnaf8axS_roCBFRw,0.690684
0FMte0z-repSVWSJ_BaQTg,os-sDQoh-hCt2Lg76z6ZUA,0.806449
50wPDE_Gk936RYV7i4FJhw,wFDewm6fvtVRZ0te5em63A,0.7111296
xdW2zehpCYsdXCLnbYABeg,P14bqC_Ynbp8O3tLePRKSw,0.90629125
CDHORt_NH2R6ySLHZ4npmg,ZmFNgnR_yUFIQ8oifnmbVQ,-0.017023986
La1ggB37gvq6UWpEWaMtMA,YtcUQ_6xWKLWesEjfF75FQ,0.637214
ExoW-xCFqb5qVxLBqc943g,bxBR0vakC_OAU-5rCYCDsw,0.87294984
s76BDmBx_8kcxGFDiU6k_g,oFU9ITr5I5uIzxbY-q2uqA,0.9075917
f-ysez9SJSosLUON1BihWg,hwSSM8Jn29dXRW4ym-roDQ,0.57268775
PW_75-OTzdPzQvNrAkNqBA,QmH5O1JHDOBvUqzr4vz5-Q,0.25194088
s-591-mtIyP7F1Lffw98jw,kzRq4H_nSf4b3F_sdymWSw,0.8664559
8HLcBhTyEDLDOeu45JSAfQ,uGe2SkX3qd6WOfcvcVm9sw,0.7380511
KFZISl5mOUJ6bu3qCUrO-g,UH6RCH9K1o2VW3CU8PY5iQ,0.9233191
eAPxR9W0m8SmLElL27_ChA,PFENoZUD77aioJGrnllIKA,0.25319672
JUT0U3HTSB3kz9Wh7N0GqA,8EipJXehR14DD9x9N7RSSw,0.8769196
6XRavd6UBlIZb3vXyRBvJQ,H93EsZIkTfgZ4TjSM_9jUw,0.4076388
QjzkxIlYdf76MHxHst38_w,9sv4lPr5owwLRzJPKkn6Vw,0.23533797
SRJV_DzWUG_KlBoCvVN4NQ,6Nk8WX1STMTEuKjmRlrh6A,0.8589532
3xORNxbKdd08LUf0tclx3A,PcvbBOCOcs6_suRDH7TSTg,0.7156481
XwoDN4X7jPdruiqXhNEWHw,EOdbhE5Aaf3MjaBWaRj2XA,0.35597184
d5WLqmTMvmL7-RmUDVKqqQ,cCke3VtFLtqgzkgYSrSE2g,0.50330377
SEgN685ZDVXInVzbnu2ipA,fYUR22Fd2MUl2KV9rLKEDw,0.52513134
G-_KF_Ul4d3WGEa-G0Iq4g,sd2L3NqJvdUVKcOEXlxu-A,0.48373553
xIWLjJvadN8yrO25fb_UQA,FhkZk24n_Dh-pVLpBKUwEw,0.16786014
VMfwMYh8iJapW807Pu1Diw,FdMNvBDX--D_MWuu5qKWDw,0.96929926
F2av57ztcbYiPADtT-YpdA,EXKDLuYoZUKUNNNYA7TlGQ,0.49456295
y1T2_UdBrEiFJisMAxKr2Q,xXyZPAbfQzYTCig7jnZO0A,0.76484925
s5F0viIdrelfeDtcMM65PQ,0IKfgkXrxwZ8LAsArWhwBg,0.51806796
yAdnKwB8ReKDY-0po46Thw,QytT9uP_UiJMhHw7C8UEbg,0.24759842
n0r_0HkCFaC175vXtIVcaQ,2g0kfrtg_MPdBMIJ7kSL6Q,0.6346551
o68A_3bAJTge-ioGXHdxKA,6HN4_3SNCjCZuF2mybb3Pw,0.35328135
YMgZqBUAddmFErxLtCfK_w,EXKDLuYoZUKUNNNYA7TlGQ,0.57169074
SdotQsXyVenKeV0SI8AtDA,lj7H3zx57BC7H1fYiWy-lw,0.2187661
No5P-cOQQEf0Atgc9Vi84g,bDcmdEJsMDVV5o2eiLtaGA,0.56322384
wnO99pBbGqwqOoTQM25iCw,Xq6W2KM27mEBFJ7pgpFMmA,0.7762753
XLNaiWF21OsAf0fMV6kuSg,udpfGxriuoBdWRBdplJl-w,0.9489453
ZGM-hsejhwGQKnROvcBBCw,8H6X6GhJhYkcNHjuBjOU4w,0.75433946
ADx3PGAOX_ZaYywIf6i-ZA,80qYPp6Fk_jmO3334DKGGg,0.1337753
ibvH1Y7Rh_tstiWgH0OFTA,_UU2xBhC0AdcMjUrH7hirw,0.31446335
357kB-WqmPILkOdHO_5XiQ,MY2-40wtDITpW22XuDIctA,0.19913274
45dZTvC9_SEsrJyUNIMh5Q,7H2yHT0EKJ6U_MbZnwc5rw,0.32227942
w7Q-WMxPuznP-P2Y79ICng,C0AT2by_ZNe4MTozCsIGng,0.6041126
kTi96LP1DxwlFTe9jqkayQ,zBi_JWB5uUdVuz3JLoAxGQ,0.30472347
9GU6jb_nmq-cUcpqbfk_Fw,1ickSuyOWWKWdQpauKmkEw,0.8205206
oNQI-ZQnalRlLyZxKkJ08A,ow_qhJg_0zpv0e8eu2K5ug,0.44680184
hfu64kgzsAPCsN-AEkRB0w,mrru6hbeQLvagU4vkfuqmw,0.7903098
6e5AI7n27wCMaKUUFcWgoQ,v8NMo77zFnloa9FkVAo8BA,0.46276847
8QKrhvVqhEkD8xo4E4s0GQ,N3oNEwh0qgPqPP3Em6wJXw,0.9409365
ngO6OkT3lKIX2ut1hJ7x8g,Ox89nMY8HpT0vxfKGqDPdA,0.06765104
Rttywvumr25Tldh4Ln7Udw,1sGYXSkJHPhJ6wQtc-RbZw,0.59439325
eZfHm0qI8A_HfvXScwIYsg,vWP8-aQX0rYJszqkWVL7Ew,0.8489117
wm61ALFiZ-7BCbX57evHPw,DoRCeCcJbrsM2BiAKj3trA,0.5259586
DVS5ceHCDMDt8o5zvv6chg,OZErOKA1RaH2J6flZhU-zA,0
TOrRfYRFuxx0k9HH7OC6pQ,8DBH3BpLINfTAK_Up5BtUQ,0.96289456
CQ67NJigSe5-uBDX3b_CUw,H93EsZIkTfgZ4TjSM_9jUw,0.8507216
Hi10sGSZNxQH3NLyWSZ1oA,JM9jODLEp8_AZeF3TwftXg,0.6291046
yZ7hMvKPi05tre3gYdhKHQ,obbgTemOKidvDTV66QduZg,0.24445564
KimsMEnrsfwvuXkHrY2ZMQ,i6nzTfZ8TRckJOGgZIpr5Q,0.101370804
mtEkF85GXAQIFEuP95SNuw,9xmyNDEyjyJfEcrj1wncvA,0.89483184
HEvyblFw4I-UsMqgPGYY_Q,ZzC-ngWslLIw2hZbWFs3VQ,0.8550153
hVidDZUvOiy3xl0v3WKJlg,HFFiM63x9asevqVOZG5GBQ,0.9118489
2YOWAF4_uQZ3ToABzRh4hA,1ghFOCMBpo2bGaWu_c1tcg,0.36023122
8n8oBKt8sg4usP5uZuF05w,SY41K848TzGOt8noeOt8_g,0.88567156
xBxmaLiSLXN68Gqj_zdjkQ,EM8iHjBNJ5aF2xnNcIF8Kg,0.75606126
qUL3CdRRF1vedNvaq06rIA,jPq3IHp8L5FNabecLr9gOg,0.917702
wGGdj_gh-wwejcYmjf_tbw,WXPz7v-8x3sgfdQ6UC9Xnw,0.39241278
42cyNTBXgOPUDyyZeRTy2g,PyRubm3WGh5iCkspqp5NTg,0
BQkC6RneYfvfG6wRe0hsvQ,SVcQ8yqaLDmjMwPRDwQPaA,0.8050175
B47xh-DTQv-3lo507FuGJw,ykY7aVvXlNgKpnbNjhUciA,0
jxixpeTBbYPm_-qf5g5ShQ,Yp7_GeD6KTRoo4Nteqv4SA,0.5428271
Vmsmf4i096q9feBgp4CuXA,cwRZjY-RrP78swBEaevMLg,0.905872
Jo7Jc055XwQ7WS-bvKwSVg,kXdq_tyzV1RbgsjRLyy_yA,0.39641243
RZgc-mx7tu7RpWIIH3xf7Q,NsegE9Mqm3GCQeSx0v0tYw,0.31667778
EG6qatWgJ2WTJnzBCCH_Dg,PomQayG1WhMxeSl1zohAUA,0.8961677
dnlX6nfEnVtoe0zdJjaMwA,_vLhNqLhkvLhfmD3dsevcw,0.35212252
4DY1zLS6qBpBM6EmLOdjwA,uPFkB4hke8RaIADN6y8Ixw,0.7545162
k1QX3zZAvj38yrOv1JEnoA,oKUW8l9UC4T806Z8cfkLGw,0.31277496
-FhWNXl3Xecvdas9Fhkxwg,Hco3tU3i7lQgiPlWeuJdOg,0.52356046
o5yDcEolR08ZhdhXjN1GTA,jfUTkA8sIhiw5ahn9-9HPg,0.9694208
CNaaizAUc2c4WIb1M3BBPw,6UunqF-6SDRhN9Avx_Kh9w,0.40205592
N7E-CfqdME28dakWdEKNvw,UZa4E-15OHrYbXVNSaL44A,0.46413115
deL6e_z9xqZTIODKqnvRXQ,F1-1N1ehHaSdtCg37UrxdA,0.6534998
ly4XAav9mrawBs0oTXu0Ag,zAIWkY4Ll6cjWUKq-LoEWg,0.8275131
wdeWt5VqTW26PAeQsVg73g,IKSmm5MzHF8cMhMolKaIOw,0.9000984
KurYvKLVgvVEY9pyxfqXwQ,wd3xoNaDLib8dhQ7BxUl6g,0
4zYIcJNAaiYHZkRPcGb_tA,_Ocw9q-wFyj7Wxx5ZGmCmg,0.8334982
MQwSyZ2MZ6N7rtAmphZCow,f__9p6lo6hmwnAEh3yorsQ,0.93800825
5FAD2Yq7DLBQ_-ef1iDA-A,gVmUR8rqUFdbSeZbsg6z_w,0.83081853
LB0VBlD-cpIsZK0NXoa4Hw,KSeDeLO4adJUlUiluHfvDg,0.22978927
mrru6hbeQLvagU4vkfuqmw,0xRAAStEi_dBFLD-1xSMHQ,0.90714645
_cUtxCvCccwgNJzD5I0cDA,mJCK1qpsCkKePozYIrIT-g,0.8247357
ugNQV0isqQSAuuGzoK87sQ,uERlyO-ASZag6XXouCrkhg,0.8735571
MkFySOILZ4yhADa-0tZWZw,m-2OHy6aP26oefPIiiTocg,0.9446112
w10NhKC5FShn8iZzm6QfmA,uSpr7yFI9Ios9ojeytTxfg,0.36030075
DsqIqc8hQcfDci9ZlVZkJw,y05H_1uQhO4frLTJ5_tGCQ,0.5616667
gZuY6f0HTxq2_zyww3196g,wWIwGPQs0P7Xtx_5Zp5cag,0.854106
HbyHhB6WOSQjU-JYwED9Ww,P14bqC_Ynbp8O3tLePRKSw,0.56285757
jwfOpCgeob0itikBIfPi2Q,Yys8Mon3r93Sw0HBeN7gLA,0.7728996
-hUgrj7Lzir3yLUYrMYQ4g,5S8awuCJpaAFvcYlMis2EQ,0.9555861
fNlIqxUhHowIqR-uPb6dPg,UCePaJxpQcMSK0fgE9hMuA,0.3814806
P2E31XC7SP4v_3hXC2o0Xw,syCxRdiP-0XJenWpJ8L02g,0.86016506
wbNLq9gPHtoliATdHrZHcw,OW5dJo-E6j-WaVwyFdwHJA,0.41193527
VzBoi7n5pee-iLx5dc5BHA,EG6qatWgJ2WTJnzBCCH_Dg,0.92145354
RBZ_kMjowV0t6_nv2UKaDQ,pL4NhW3rTokFr-CQh3Lzgg,0.83058906
Hco3tU3i7lQgiPlWeuJdOg,jrgfWasVL5LAg_OpCUXzlA,0.37980646
RhoJL2BUGpuWtM9kn5B4Sw,HRyFtrmf19GTKEM_kOa2pg,0.46934468
gH3JDpHQfVcMEGaAaCJPjA,gqL5KBs2oS7qobnyd99iKg,0.7287889
3Pskc5TXD6WusQZJ3i21Xw,TibBhm-fbksozIDFD8wjPQ,0.92071575
pL4NhW3rTokFr-CQh3Lzgg,ISNbZn_lBKP7w1aGGaVyvw,0.8757234
4sGwJy5Oplz8QXLgD8dr2w,7zl4sjeQAvE8GkUzgfQ2mA,0.22691408
vbvGTfxCNPU0Owja1h-_MQ,gSO_NFz9zJaddMbldkfOfw,0.9064979
TlblmFiGEW0xyjpl9gFhGQ,Hk_QvjXF8Oad1OSr7yHdFQ,0.9489636
V74paj6Zok4DvGnciFEZMg,yI7gD7hfKO8VM6yu9auW3w,0.52455807
s-591-mtIyP7F1Lffw98jw,C2C0GPKvzWWnP57Os9eQ0w,0.9182719
ZqO2776PGEMZRjsX-mfXNw,TVjuYN1X2-k5R-f-4pdH1Q,0.25044715
g8_8roieVRwGJVTpNOgbYw,0FMte0z-repSVWSJ_BaQTg,0.9374251
M4yYtAXehUzaHB1ghl6EXg,AvC5XQAElcGAAn_Wr5auEg,0.92884845
hZfzVrhsCQ9JDAb2jYoJNQ,Dkb-TJFNSWl4PYR8wEcWcw,0.6789491
pn_flI3EBNugBEYFp9okxQ,1TrgIvvuiN63VOXNuG1q6A,0
XCW5pJCDhvlW76XTSUEkIg,rCWrxuRC8_pfagpchtHp6A,0.7721519
27wlLX7e52vVEvNA4Ksccw,L06pbKGpU8WcQ5sz5QkMAg,0.16205452
4ZuSLczIcl_D398bv7x1mA,-fQPzH-e-ubDIiLQhybEjQ,0.5394518
6VcTc3Tz7299PD-HSGlTGw,b7CwEKur07HjPr4D0msT0g,0.36881247
6Z3EYh8_jw9OgPvoD7Acwg,7G8w2SnaC-qDVQ7_GqTxMg,0.7986781
wHw29VJKpu1IXJ0tXznaXQ,EB37JJbo6Qsd3__VRl-gJg,0.58427644
2Cn2xbhBAuudtdCCHiRHSQ,IngU3Qxjg9xggV49_0InlQ,0.52519816
owbC7FP8SNAlwv6f9S5Stw,AQRqMBHwZd_hDBxnTshmKA,0.12070277
3AhjaQkZABGmc0H_FrjJag,O_GWZZfQx7qv-n-CN7hsIA,0.7623061
8KhlWlYgL-SvjUC1msqHig,2qFODc2N524xKSm7BlkchQ,0.32894415
9bvlW5Gos1kxzvcM3c-12w,TaVuQWmXAhxy_LvIXBs9sg,0.8277819
5Ca5BPXz_fR7jzzH7bXd6Q,FpqMgETBdQZC6DFclkrqLA,0.19528973
-XvB5TvlGahyamqIsJO-fg,B8dl9UuhBOCFB_IXvLlY_A,0.3454948
twMUFzHc3Q-NnhsVsjxRvQ,V7B4KTBitlBs9YH_B00-9Q,0.8332838
i8A3MWU33_mtMu3LUMlnWQ,NmAdvKkSS1RuCo-bq7PlCQ,0.2917137
N7E-CfqdME28dakWdEKNvw,KcjLcdus-XWt6E9uJeHONA,0.97425985
PGx4HvY5joEeqXzam6tO7A,G-6X-llgA_qAxGxocykHzQ,0.93860126
nByPPpkQE6Af6fd5YSGqlA,K4G6ejcB-Tha2V2W1QUJ-Q,0.6173136
zWrLntHB2OTKjOWMFI9Umw,gxVQZJVeKBUk7jEhSyqv-A,0.39399272
5ECtmLzrurE0RcNpmTwXaA,EXKDLuYoZUKUNNNYA7TlGQ,0.6696519
1qY5k64q6Hu1T82hENuqUA,e_AwtYZ5KsVKq0wMq49K_Q,0.5858475
Phzm2CpuqKrfbTKnTe-0IQ,0Mb0EeC2wKLzaIkr8hohOQ,0.10760757
PAjUyPf7HGBxdVnAo_QhEg,PZp5F0b7QbaBLjNqf9VFyQ,0.13285191
4UlC9tI9DmsTgRb9XibrYA,sTcYq6goD1Fa2WS9MSkSvQ,0.87956154
pzHnoyMw-G9CZ-RCRr_r3g,LMoosxMf3I4ZOZhqCBRQ_Q,0.39238933
lg5B7vn8pmkbbq4MeSG5fw,bNfxTKOdzqv7bj4Du_5LZg,0.43293747
nx2-yabqR68iAPjfWqN2uA,MGPQVLsODMm9ZtYQW-g_OA,0.8566068
FcxPhZJ2GkdXZ5K2ovAzgw,KHjroLTG6Ah8LyItTyB2yw,0.8135818
F3bO-1gkWI7aOgbxdDD_MQ,AtDUaCAPuSKR6E6QaSmmow,0.23460723
Sb4aEQHKeVLxHnQpKdETGw,pNA1OYm9MIWI3XrSPxpxZA,0.3084606
Uwnp7SFvAPQz8XjYjmVOAw,-p8LC36IFfAgA3sX5ho7xg,0
i7mBC7m7k2FLrdVUx0UqUg,_1U_RyYbonRFbTVPLAlWFg,0.93712604
YttDgOC9AlM4HcAlDsbB2A,ih0Zjj8g8fXMCGJ4VJSQsw,0.6344608
t_bt-OjDb1GkWqhrw-WU0g,ORv_FBeCqtElMxJ4viBWsg,0.862189
C3aIEUOx-vrHAeGVDnMAjg,Jf3EkyDJzpHG5d37iacdpw,0.92461926
la4Y5u_v7hcp2zpPqcya4Q,t8AwLUF3g8Sd1rXyTsWvlw,0.44113907
yHakD_sjdUAzLQWLslmUfg,CXwHjHxwGDzRTgvU_NdLIQ,0.88874555
HFFiM63x9asevqVOZG5GBQ,rEsijGi21VI6xbF8A5ZkKw,0.35667294
qh_IPvluQmI1jgqNrAyeuw,RBZ_kMjowV0t6_nv2UKaDQ,0.92983526
aJz0mtSp2Cn1OHa8Oq5UpA,V26EHxCEXhJ0Ziv3GR-Vkg,0
i25At3OIPk1hzEpyUQQ4ww,BLaAsCSh6WI4pSnb1N3IYw,0.43696415
g3jRSCYw95SjYLkvDzVcIQ,eoiL_d6CH84T2rnYAM0_uA,0.18233958
NN9SThdMsM5xSd58mZ32dQ,-0HhZbPBlB1YZx3BhAfaEA,0.30955
46HhzhpBfTdTSB5ceTx_Og,exEElE4pG-ZwoCMwoYddeg,0.95187455
D43OWyfzIQjL8feJpYh2SQ,fPjOYRRJPzsCO9t3NEPrKQ,0.39717597
2HoYHTUjWfmY3vHruQlDhw,M-Ph42ZBoMXIn9uUrDKsFA,0.325163
d_TBs6J3twMy9GChqUEXkg,Ls_ftnkT9FTSDyWl3BTgtg,0.1777815
AY-laIws3S7YXNl_f_D6rQ,ToEAEtMGG24A_ku53khMxw,0.38348743
lcvzFfl-fw3gDyBQlNT9hQ,uam4xJUo4UzHEgqQG4xZzg,0.42446777
UItOra5wMk1BcK_RvDnp7A,46aM0kni0GXjS0zx0-zTfA,0.49432313
tscXXfHPtcYNMNmi6GGQVw,DF78XY-hhkCy-bmA412jEA,0.44810504
lUXifKGBbbRUNxaPnuekXw,Mj4aErcZclsTS1U0qYymOA,0.24920799
Q1jSXhDdn_H77WqXL6WICQ,Hi10sGSZNxQH3NLyWSZ1oA,0.7196376
0-NHIj5lIBTa2mDwTqZz8Q,OLJUOM2uMw_00tBxnMmrTg,0.6154952
2AmyrQ0f7ErlXYdkXKLGPg,4U628IMVQaGuy1wuhy4BNQ,0.30971175
YttDgOC9AlM4HcAlDsbB2A,2vJ2e51kdbdAmAo_HTr4KQ,0.53973794
jnB_saJqNfOmVoCWquhAzg,sd5avSlfXix6Xvgt8ebAAQ,0.1350982
3s9IMZe6cyM_itQ-YtumNA,IISdCEnlZEvRl-v2HO6XgA,0.40246335
PcvbBOCOcs6_suRDH7TSTg,N7E-CfqdME28dakWdEKNvw,0.8556721
clmrlflES5HrXS-gl_YmrQ,CxDOIDnH8gp9KXzpBHJYXw,0.8020414
YyzBNC_5aBhJi-aJWiEMvw,PtCnYJdVicJ1BOa6X14fZw,0.9171456
rOWVL_iBDeYNQ7TELAE-gA,jT1japLeFEucHwEaEmFf5g,0.83155143
_zBD8TcOYkZvsvQVqjwEOg,iAevEfcmtCr2cpd6IRqnTA,0.38234547
eY6TPklHTeOaQt9F8a_SGQ,pJYRi9MB06aiuL-w8Ms-Og,0.8418009
li7AtdY322dAqBGicsgL0g,8PL8qGpLgCeh_2z4MgHaag,0.8677228
TdYKJgSgY2GF_YJnwsi5yQ,3nIuSCZk5f_2WWYMLN7h3w,0.8501946
Pm1bHgmnkOJOFkHPAr7PjQ,OG2NyZdbqqDOW_6Nltmz8Q,0.74988997
h1Vsz24g7TLA9ZfIDiFjbw,aF2zZHEw-kkN9sgNnBeNNw,0.9331437
SHipPHbt7gI9hAtI_BXpSg,tlY0QMQDyfjQAEwHnzvFnw,0.61551887
gnG1C-XU5sPjnWfWzlNt6Q,57Hg2ad5RO6OjIzwT6lPQw,0.33340144
aKISBNC7TdbERxezc35eVA,yT_QCcnq-QGipWWuzIpvtw,0.7900064
SCPgLdL2hoeP3Plnc0dkzg,t8a4wTKqHjF6b_6VqBfr8A,0.797694
jPq3IHp8L5FNabecLr9gOg,SlgpAnj2gQd44EM_Uq6DkQ,0.88676685
Q5W9NQKy5_t8CksrQgrl9A,BDjiEmXljD2ZHT61Iv9rrQ,0.532821
7HmXaZ1C8--Mt4MyItJiqg,XUEwSGOGARxW-3gPiGJKUg,0.45106164
t8a4wTKqHjF6b_6VqBfr8A,-fQPzH-e-ubDIiLQhybEjQ,0.89950246
9bvlW5Gos1kxzvcM3c-12w,AJ7OBUjRaf0FZDq7VFxNTA,0.55924225
M9JDlUWudvrGkLX7AkJ3Fw,mFwRTTDW0Yr-rFkTF2cFsw,0.8349452
aQZ3IZYl07_OsosZi3gfpg,ISNbZn_lBKP7w1aGGaVyvw,0.862339
paHQpwcvr2MIKGCEoK4YUw,tU94-C1zpBsfGFvpsJJr2w,0.38394862
bYYXcyIymhKYmGJR0Bqjhg,IKSmm5MzHF8cMhMolKaIOw,0.43331334
vts4NeIL3G4jZW3xD_Kdiw,O8wZp38PkMMWaN-lqYChpA,0.37685513
SBi0TYUSIrct8WSTyK6DFg,xDl9ZF3SckkZde_48W6WeA,0.93361723
57nPVrSrvaUTmurnAYvqeA,mRD8eF_TkCZFqsvrBrHbHg,0.91990167
6H4Zj-c7FqM9mCsXvwaEQw,rPRy7N3WCD3sVCrF60OOnA,0.8563005
OOyVijfcFov1JgPON3JBRQ,i7A_WX6mEnGqRK-rvFG5Ew,0.30409887
GGTF7hnQi6D5W77_qiKlqg,jcURiDqCLY7AOqo8KClJnQ,0.8561307
Sb4aEQHKeVLxHnQpKdETGw,fpYMYJowa9Levq6SszNcvA,0.7876402
2JDWKHpR0g4QA4MHmFDprg,i_DR3vdE73nVm2GlMbGpGA,0.7896994
dLrMDYQ9TwfodJxYLfaKDQ,P2sQVHyHmy4WA0I7NI5hWg,0.47011328
ACwN_B8nl4yJ4FlqCGR9yg,osQ4bMibJLmMPAtovvEkJw,0.78425246
e19cPYebP6K74VZXqQ2WVA,SwK2Oo8sjOH0yXYVoyjJwQ,0.31386015
T2CxKpjXj3Ln2r_wTB0RLg,-RhRXVW9z9fs5zzxhFfnHg,0.2854617
oD2-JJTEFkZAVPuTl3_EzQ,6C2JsO9dQ87SyDw5YCnItA,0.8655429
M-Kt5KP2bFUqZTZN0UMQ5w,PrtZ1sjFNmCTZmDE2cIE3w,0.11176456
4sGwJy5Oplz8QXLgD8dr2w,389QT67zxP94JMk1NG-Z5w,0.12491264
3gRfkaVcEWri-Ju7OQX7uQ,jUZW1alRK8QvdZ-pH1OquQ,0.59026164
rK4I1CJLXCQSZIhigdJcnQ,qtTJ7It35np4K14KOPLU1w,0.5996785
8HCEPF0IflyB690Q745fKg,yT_QCcnq-QGipWWuzIpvtw,0.9550553
Cnz21ijYCVx3SYnlaLsM0Q,fToIOt1Ny5d4Ro_roRwPJg,0.27292907
yHbrIShhhHkkl20_KGP4OA,D43OWyfzIQjL8feJpYh2SQ,0.69467354
rPIQiemmu6kX3WX7xUUJnQ,8hQiSB2KUKSlM-nT1ZpucQ,0.3500993
C4OkiPljZ3z2XUa7onmihQ,kNL8dAgZWottbvoSPMwcew,0.072775476
CvLgcP2mg7VdzT0CW-cjCg,Zrcwbwk59luXaao_Q7vZIA,0.47101745
zY_0GMw1jnydGGfQr04_Mg,J76FnutwAI2PkkB4A-LNwg,0.12263549
NtCaWVg6MU1jikn6FKHp4w,B47xh-DTQv-3lo507FuGJw,0
n2FPGVPXJ2YLohR7sq93Zg,D1U0qNYvQg8bLT75pQJktw,0.5063266
bepU_7y1LJF4yVuC9hHnYQ,C9V8cDom_XAsorGF1mIaIw,-0.006053192
